file,start_time,end_time,target_present
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,468.0,471.0,0.03766349
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,469.5,472.5,0.021659091
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,471.0,474.0,0.014137672
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,472.5,475.5,0.04234917
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,474.0,477.0,0.3393859
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,475.5,478.5,0.99987876
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,477.0,480.0,0.99928254
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,478.5,481.5,0.030687729
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,480.0,483.0,0.018067818
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,481.5,484.5,0.06887671
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,483.0,486.0,0.030515626
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,484.5,487.5,0.06889164
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,486.0,489.0,0.009181158
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,487.5,490.5,0.004865279
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,489.0,492.0,0.008347525
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,490.5,493.5,0.024982482
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,492.0,495.0,0.07227585
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,493.5,496.5,0.041322604
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,495.0,498.0,0.0047729365
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,496.5,499.5,0.43016747
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,498.0,501.0,0.009097559
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,499.5,502.5,0.018255975
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,501.0,504.0,0.12139372
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,502.5,505.5,0.3953703
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,504.0,507.0,0.014083
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,505.5,508.5,0.99762434
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,507.0,510.0,0.99993527
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,508.5,511.5,0.24168965
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,510.0,513.0,0.038888846
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,511.5,514.5,0.06287345
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,513.0,516.0,0.02102057
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,514.5,517.5,0.13217741
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,516.0,519.0,0.024561558
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,517.5,520.5,0.46241033
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,519.0,522.0,0.025326537
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,520.5,523.5,0.19292174
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,522.0,525.0,0.14579105
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,523.5,526.5,0.22411966
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,525.0,528.0,0.023967652
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,526.5,529.5,0.015771506
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,528.0,531.0,0.14334267
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,529.5,532.5,0.9992312
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,531.0,534.0,0.99155945
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,532.5,535.5,0.011030287
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,534.0,537.0,0.00782816
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,535.5,538.5,0.0054270667
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,537.0,540.0,0.058050808
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,538.5,541.5,0.3115156
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,540.0,543.0,0.072032645
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,541.5,544.5,0.079357915
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,543.0,546.0,0.02564671
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,544.5,547.5,0.37941027
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,546.0,549.0,0.017547332
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,547.5,550.5,0.025752457
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,549.0,552.0,0.12759994
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,550.5,553.5,0.03821522
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,552.0,555.0,0.009379077
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,553.5,556.5,0.008226853
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,555.0,558.0,0.99807054
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,556.5,559.5,0.9998387
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,558.0,561.0,0.38228038
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,559.5,562.5,0.02690626
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,561.0,564.0,0.026612913
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,562.5,565.5,0.021364212
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,564.0,567.0,0.020183079
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,565.5,568.5,0.008751135
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,567.0,570.0,0.03308314
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,568.5,571.5,0.018385105
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,570.0,573.0,0.023121703
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,571.5,574.5,0.005226704
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,573.0,576.0,0.0069775926
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,574.5,577.5,0.015641417
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,576.0,579.0,0.0047163186
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,577.5,580.5,0.039851986
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,579.0,582.0,0.040410634
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,580.5,583.5,0.037371345
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,582.0,585.0,0.062231366
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,583.5,586.5,0.019248229
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,585.0,588.0,0.020260956
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,586.5,589.5,0.007973947
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,588.0,591.0,0.05723079
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,589.5,592.5,0.10948298
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,591.0,594.0,0.027133027
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,592.5,595.5,0.04405655
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,594.0,597.0,0.043069273
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-255513.mp3,595.5,598.5,0.062975645
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,0.0,3.0,0.00381509
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,1.5,4.5,0.021859948
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,3.0,6.0,0.022741875
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,4.5,7.5,0.0055080145
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,6.0,9.0,0.0039091324
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,7.5,10.5,0.011086643
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,9.0,12.0,0.016405618
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,10.5,13.5,0.04637111
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,12.0,15.0,0.012531361
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,13.5,16.5,0.1340083
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,15.0,18.0,0.044050146
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,16.5,19.5,0.007162165
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,18.0,21.0,0.020291565
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,19.5,22.5,0.014117561
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,21.0,24.0,0.0039907466
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,22.5,25.5,0.013372634
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,24.0,27.0,0.011054453
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,25.5,28.5,0.016066592
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,27.0,30.0,0.038026735
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,28.5,31.5,0.03864454
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,30.0,33.0,0.03806204
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,31.5,34.5,0.037910074
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,33.0,36.0,0.027321013
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,34.5,37.5,0.02408445
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,36.0,39.0,0.012544914
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,37.5,40.5,0.7576585
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,39.0,42.0,0.057062365
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,40.5,43.5,0.0036618763
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,42.0,45.0,0.021754537
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,43.5,46.5,0.037386313
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,45.0,48.0,0.017545357
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,46.5,49.5,0.024696173
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,48.0,51.0,0.014663206
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,49.5,52.5,0.107493885
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,51.0,54.0,0.047965758
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,52.5,55.5,0.0070624077
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,54.0,57.0,0.0036434033
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,55.5,58.5,0.99612856
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,57.0,60.0,0.99980026
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,58.5,61.5,0.013890311
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,60.0,63.0,0.025285427
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,61.5,64.5,0.012424733
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,63.0,66.0,0.3921223
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,64.5,67.5,0.0083447425
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,66.0,69.0,0.0052989735
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,67.5,70.5,0.010283748
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,69.0,72.0,0.12538625
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,70.5,73.5,0.022179684
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,72.0,75.0,0.014584902
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,73.5,76.5,0.012231334
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,75.0,78.0,0.0149165895
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,76.5,79.5,0.019773066
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,78.0,81.0,0.040372487
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,79.5,82.5,0.32347286
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,81.0,84.0,0.05141749
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,82.5,85.5,0.008371586
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,84.0,87.0,0.007200091
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,85.5,88.5,0.035915468
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,87.0,90.0,0.63305557
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,88.5,91.5,0.040583994
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,90.0,93.0,0.017643984
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,91.5,94.5,0.061763152
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,93.0,96.0,0.3890634
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,94.5,97.5,0.090076186
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,96.0,99.0,0.12823223
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,97.5,100.5,0.9997956
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,99.0,102.0,0.9990073
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,100.5,103.5,0.0645268
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,102.0,105.0,0.034627285
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,103.5,106.5,0.007823784
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,105.0,108.0,0.008514531
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,106.5,109.5,0.024685282
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,108.0,111.0,0.026662368
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,109.5,112.5,0.05288859
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,111.0,114.0,0.028611325
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,112.5,115.5,0.11852487
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,114.0,117.0,0.027692545
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,115.5,118.5,0.006316259
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,117.0,120.0,0.013327361
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,118.5,121.5,0.06479077
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,120.0,123.0,0.053538382
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,121.5,124.5,0.094891556
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,123.0,126.0,0.02771095
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,124.5,127.5,0.006364611
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,126.0,129.0,0.03343395
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,127.5,130.5,0.051424686
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,129.0,132.0,0.019738771
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,130.5,133.5,0.09199059
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,132.0,135.0,0.024608035
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,133.5,136.5,0.01674227
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,135.0,138.0,0.008844257
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,136.5,139.5,0.054486647
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,138.0,141.0,0.020617388
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,139.5,142.5,0.003674132
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,141.0,144.0,0.023534762
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,142.5,145.5,0.0041565183
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,144.0,147.0,0.00897731
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,145.5,148.5,0.1065559
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,147.0,150.0,0.028389428
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,148.5,151.5,0.0040377765
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,150.0,153.0,0.034387946
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,151.5,154.5,0.0144874565
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,153.0,156.0,0.0048823096
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,154.5,157.5,0.039123368
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,156.0,159.0,0.22042722
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,157.5,160.5,0.123372175
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,159.0,162.0,0.037841544
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,160.5,163.5,0.021207416
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,162.0,165.0,0.007177065
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,163.5,166.5,0.0035486459
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,165.0,168.0,0.005747603
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,166.5,169.5,0.11352356
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,168.0,171.0,0.024172077
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,169.5,172.5,0.0021511456
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,171.0,174.0,0.18456464
/Users/mikeg/code/machine_learning/osfl_cnn_recognizer/data/processed/external_test_set_recordings/recording-256033.mp3,172.5,175.5,0.5796593
